0,11499.32,,,1732.4,2072.28,18.02,
0,11419.02,,,,1377.76,12.07,139188.18
0,,12362.44,95.99,,,,
0,,12033.08,95.98,,,,
0,,11357.26,75.01,,,,22154.64
0,,8062.1,85.15,,,,
0,,6274.37,92.82,,,,
0,,4988.11,70.45,,,,
0,,4864.79,77.95,,,,
0,,4500.63,95.8,,,,
0,,3954.81,91.77,,,,
0,,3689.38,93.86,,,,
0,,3256.4,56.29,1655,,,
0,,3128.85,88.62,,,,
0,,3048.41,86.63,,,,
0,,2874.05,89.96,,,,
0,,2792.62,34.2,,1571.34,15.25,23717.39
0,,2764.98,91.24,,,,
0,,2746.37,58.19,,,,
0,,2619.68,85.85,,,,
0,,2503.76,61.04,,,,
0,,2442.13,75.24,,,,
0,,2316.07,83.58,,,,
0,,2305.98,37.85,1538.83,1515.42,13.34,
0,,2208.94,60.86,,,,
0,,2200.52,65.35,1229.98,,,
0,,2118.66,87.24,,,,
0,,2015.6,34.48,1277.3,1931.9,18.18,
0,,1980.43,54.44,,,,
0,,1976.6,87.04,,,,
0,,1921.28,69.48,,,,
0,,1917.03,53.15,,,,
0,,1889.09,57.08,,,,
0,,1876.7,42.14,,,,
0,,1866,39.71,,,,
0,,1832.32,33.19,,,,
0,,1820.83,71.25,2805.75,,,
0,,1803.97,60.97,,,,
0,,1702.27,50.86,,,,
0,,1664.53,63.46,,,,
0,,1663.18,54.52,1332.65,,,
0,,1656.97,83.63,,,,
0,,1642.89,89.02,,,,
0,,1580.1,80.38,,,,
0,,1527.27,92.91,,,,
0,,1478.78,24.51,,,,
0,,1464.38,22.92,1266.97,2963.68,41.47,20321.87
0,,1434.09,98.09,,,,
0,,1430.26,58.85,,,,
0,,1426.68,91.56,,,,
0,,1410.4,39.13,1602.1,974.5,15.01,
0,,1364.93,64.67,,,,
0,,1358.3,46.01,,1014.06,17.6,
0,,1323.15,21.31,,,,
0,,1313.39,94.81,,,,
0,,1310.65,62.38,,,,
0,,1308.39,42.86,3050.43,,,
0,,,,10469.67,,,
0,,,,2847,,,
0,,,,2779,,,
0,,,,2637.72,,,39547.27
0,,,,2630.55,1704.65,20.89,32090.05
0,,,,2282.13,,,
0,,,,2224.31,,,31769.04
0,,,,2054.44,,,
0,,,,1972.14,,,36457.13
0,,,,1754.98,,,
0,,,,1708.58,,,24449.55
0,,,,1622.11,969.98,15.38,
0,,,,1557.06,1090.12,12.5,63216.77
0,,,,1475.1,5128.7,57.58,
0,,,,1394.86,,,
0,,,,1364.29,,,
0,,,,1326.8,,,
0,,,,1282.47,1189.61,32.17,
0,,,,1277.31,,,
0,,,,1276.79,,,
0,,,,1264.29,,,
0,,,,1216.37,1008.69,15.18,48525.08
0,,,,1215.41,,,
0,,,,1186.15,,,56358.57
0,,,,1180.15,,,69942.85
0,,,,1140.65,,,
0,,,,1132,,,
0,,,,1126.31,,,29779.66
0,,,,1122.2,,,
0,,,,1081.38,,,78540.03
0,,,,1071.28,,,
0,,,,1049.26,,,
0,,,,988.88,,,28815.55
0,,,,982.8,,,
0,,,,,4560.07,81.24,
0,,,,,4421.1,62.97,
0,,,,,3937.36,95.28,
0,,,,,2905.7,61.67,
0,,,,,2272.03,114.3,
0,,,,,2200.79,87.91,
0,,,,,1794.17,16.54,136141.96
0,,,,,1646.18,21.45,88589.37
0,,,,,1520.34,15.81,89780.61
0,,,,,1441.14,41.97,
0,,,,,1388.26,63.21,
0,,,,,1295.09,15.53,
0,,,,,1214.6,60.75,
0,,,,,1178.5,15.54,
0,,,,,1175.81,13.74,94569.81
0,,,,,1143.51,53.41,
0,,,,,1057.01,11.6,
0,,,,,960.09,16.8,
0,,,,,949.12,48.43,
0,,,,,926.03,11.94,
0,,,,,921.25,17.09,
0,,,,,,,80864.96
0,,,,,,,70305.25
0,,,,,,,68966.06
0,,,,,,,62561.37
0,,,,,,,39146.3
0,,,,,,,30420.16
0,,,,,,,29638.23
0,,,,,,,29003.32
0,,,,,,,28050.49
0,,,,,,,26621.19
0,,,,,,,26566
0,,,,,,,25666.17
0,,,,,,,23462.83
0,,,,,,,22894.48
0,,,,,,,19957.98
0,,,,,,,18961.45
0,,,,,,,18451.62
0,,,,,,,16774.45
0,,,,,,,16680.85
0,,,,,,,16348.19
